Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Nissan,Nv400,2.3L Inline-4 Diesel,2298.0,135.0,150.0,15.0,40000.0,Diesel,3,360.0
Nissan,Titan Warrior,5.6L V8,5552.0,400.0,180.0,7.0,55000.0,Petrol,5,560.0
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498.0,127.0,140.0,14.0,30000.0,Diesel,7,260.0
Nissan,Serena E-Power,1.2L Hybrid,1198.0,134.0,160.0,12.0,35000.0,Hybrid,7,320.0
Nissan,Elgrand,3.5L V6,3498.0,280.0,200.0,8.0,50000.0,Petrol,7,344.0
Nissan,Datsun 510,1.6L Inline-4,1595.0,96.0,175.0,10.0,25000.0,Petrol,4,135.0
Nissan,Prairie,2.0L Inline-4,1998.0,120.0,175.0,11.0,18000.0,Petrol,5,170.0
Nissan,Pulsar Gti-R,2.0L Turbo Inline-4,1998.0,230.0,225.0,6.0,30000.0,Petrol,5,280.0
Nissan,Almera Tino,1.8L Inline-4,1769.0,114.0,180.0,12.0,15000.0,Petrol,5,160.0
Nissan,Lucino,1.6L Inline-4,1597.0,115.0,185.0,10.0,12000.0,Petrol,5,150.0
Nissan,Rasheen,1.5L Inline-4,1497.0,105.0,165.0,13.0,10000.0,Petrol,5,135.0
Nissan,Mistral,2.7L Turbo Diesel,2663.0,125.0,160.0,12.0,25000.0,Diesel,7,260.0
Nissan,Patrol Y60,4.2L Inline-6,4169.0,155.0,160.0,12.0,45000.0,Diesel,7,330.0
Nissan,X-Trail Gt,2.0L Turbo Inline-4,1998.0,280.0,215.0,6.0,38000.0,Petrol,5,310.0
Nissan,Terrano Regulus,3.3L V6,3275.0,170.0,175.0,10.0,28000.0,Petrol,5,290.0
Nissan,President,4.5L V8,4494.0,280.0,210.0,7.0,70000.0,Petrol,5,400.0
Nissan,Cima,4.1L V8,4130.0,270.0,210.0,8.0,60000.0,Petrol,5,390.0
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960.0,255.0,215.0,6.0,45000.0,Petrol,5,340.0
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960.0,255.0,220.0,6.0,50000.0,Petrol,5,340.0
Nissan,Infiniti Q45*,4.5L V8,4494.0,340.0,240.0,6.0,50000.0,Petrol,5,450.0
Nissan,Datsun 240Z,2.4L Inline-6,2393.0,151.0,210.0,8.0,45000.0,Petrol,2,198.0
Nissan,280Zx,2.8L Inline-6,2753.0,145.0,205.0,9.0,35000.0,Petrol,2,210.0
Nissan,Silvia S13,1.8L Turbo Inline-4,1809.0,175.0,215.0,6.0,20000.0,Petrol,4,230.0
Nissan,200Sx,2.0L Turbo Inline-4,1998.0,200.0,225.0,7.0,25000.0,Petrol,4,260.0
Nissan,Nx Coupe,1.8L Inline-4,1839.0,140.0,200.0,9.0,18000.0,Petrol,4,180.0
Nissan,Nv2500,4.0L V6,3954.0,261.0,160.0,10.0,36000.0,Petrol,2,385.0
Nissan,Nv3500,5.6L V8,5552.0,375.0,170.0,9.0,42000.0,Petrol,2,525.0
Nissan,Nt400 Cabstar,3.0L Inline-4 Diesel,2953.0,150.0,140.0,15.0,35000.0,Diesel,3,350.0
Porsche,Panamera,2.9L V6 Twin Turbo,2894.0,330.0,270.0,5.0,88000.0,Petrol,4,450.0
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894.0,330.0,270.0,5.0,92000.0,Petrol,4,450.0
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894.0,440.0,289.0,4.0,105000.0,Petrol,4,550.0
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996.0,620.0,315.0,3.0,180000.0,Petrol,4,820.0
Porsche,Panamera Gts,4.0L V8 Twin Turbo,3996.0,473.0,300.0,3.0,130000.0,Petrol,4,620.0
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894.0,330.0,270.0,5.0,102000.0,Petrol,4,450.0
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.0,455.0,280.0,4.0,115000.0,Hybrid (Petrol),4,700.0
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.0,455.0,280.0,4.0,120000.0,Hybrid (Petrol),4,700.0
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.0,690.0,315.0,3.0,190000.0,Hybrid (Petrol),4,870.0
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894.0,330.0,270.0,5.0,95000.0,Petrol,4,450.0
Porsche,Cayenne,3.0L V6 Turbo,2995.0,335.0,245.0,5.0,80000.0,Petrol,5,450.0
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995.0,335.0,245.0,6.0,85000.0,Petrol,5,450.0
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894.0,434.0,265.0,5.0,95000.0,Petrol,5,550.0
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996.0,541.0,286.0,4.0,130000.0,Petrol,5,770.0
Porsche,Cayenne Gts,4.0L V8 Twin Turbo,3996.0,453.0,270.0,4.0,110000.0,Petrol,5,620.0
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.0,670.0,295.0,3.0,170000.0,Hybrid (Petrol),5,900.0
Porsche,Macan,2.0L I4 Turbo,1984.0,261.0,232.0,6.0,60000.0,Petrol,5,400.0
Porsche,Macan S,2.9L V6 Twin Turbo,2894.0,375.0,259.0,4.0,75000.0,Petrol,5,520.0
Porsche,Macan Gts,2.9L V6 Twin Turbo,2894.0,434.0,272.0,4.0,85000.0,Petrol,5,550.0
Porsche,Macan T,2.0L I4 Turbo,1984.0,261.0,232.0,6.0,65000.0,Petrol,5,400.0
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981.0,379.0,293.0,4.0,110000.0,Petrol,4,450.0
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981.0,443.0,308.0,3.0,131300.0,Petrol,4,528.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.0,106500.0,Petrol,4,450.0
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981.0,443.0,306.0,3.0,113300.0,Petrol,4,528.0
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,289.0,4.0,121300.0,Petrol,4,450.0
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745.0,572.0,320.0,2.0,197200.0,Petrol,4,750.0
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745.0,640.0,330.0,2.0,230400.0,Petrol,4,800.0
Porsche,911 Gt3,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318.0,3.0,161100.0,Petrol,2,469.0
Porsche,911 Gt3 Rs,4.0L Naturally Aspirated Flat-6,3996.0,518.0,296.0,3.0,241300.0,Petrol,2,465.0
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.0,222000.0,Petrol,2,570.0
Porsche,Taycan,Dual Electric Motors,79.0,402.0,230.0,5.0,86700.0,Electric,4,344.0
Porsche,Taycan 4S,Dual Electric Motors,79.0,522.0,250.0,4.0,103800.0,Electric,4,640.0
Porsche,Taycan Turbo,Dual Electric Motors,93.0,670.0,260.0,3.0,150900.0,Electric,4,850.0
Porsche,Taycan Turbo S,Dual Electric Motors,93.0,750.0,260.0,2.0,185000.0,Electric,4,1050.0
Porsche,Taycan Gts,Dual Electric Motors,93.0,590.0,250.0,3.0,132750.0,Electric,4,850.0
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.0,469.0,220.0,4.0,97700.0,Electric,5,500.0
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.0,509.0,240.0,4.0,104000.0,Electric,5,650.0
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988.0,300.0,275.0,4.0,63400.0,Petrol,2,380.0
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497.0,350.0,285.0,4.0,75400.0,Petrol,2,420.0
Porsche,718 Cayman Gt4,4.0L Naturally Aspirated Flat-6,3995.0,414.0,302.0,4.0,100200.0,Petrol,2,420.0
Porsche,718 Cayman Gt4 Rs,4.0L Naturally Aspirated Flat-6,3996.0,493.0,315.0,3.0,141700.0,Petrol,2,450.0
Porsche,718 Boxster,2.0L Turbo Flat-4,1988.0,300.0,275.0,4.0,65500.0,Petrol,2,380.0
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988.0,300.0,275.0,4.0,69600.0,Petrol,2,380.0
Porsche,718 Boxster Gts,4.0L Naturally Aspirated Flat-6,3995.0,394.0,293.0,4.0,90300.0,Petrol,2,430.0
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995.0,414.0,301.0,4.0,98300.0,Petrol,2,420.0
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.0,92300.0,Petrol,4,450.0
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894.0,462.0,280.0,4.0,113300.0,Hybrid,4,700.0
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.0,101400.0,Petrol,4,450.0
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996.0,690.0,315.0,3.0,200200.0,Hybrid,4,870.0
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894.0,560.0,295.0,3.0,128900.0,Hybrid,4,750.0
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894.0,325.0,265.0,5.0,98300.0,Petrol,4,450.0
Porsche,Panamera Gts Sport Turismo,4.0L Twin-Turbo V8,3996.0,473.0,300.0,3.0,136900.0,Petrol,4,620.0
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996.0,550.0,306.0,3.0,175200.0,Petrol,4,770.0
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996.0,570.0,310.0,3.0,290000.0,Petrol,4,800.0
Porsche,Panamera 4S,2.9L Twin-Turbo V6,2894.0,443.0,289.0,4.0,105000.0,Petrol,4,550.0
Porsche,Macan Base,2.0L Turbo Inline-4,1984.0,265.0,232.0,6.0,58000.0,Petrol,5,400.0
Porsche,Macan T,2.0L Turbo Inline-4,1984.0,265.0,233.0,6.0,63000.0,Petrol,5,400.0
Porsche,Macan S,2.9L Twin-Turbo V6,2894.0,375.0,259.0,4.0,70400.0,Petrol,5,520.0
Porsche,Macan Gts,2.9L Twin-Turbo V6,2894.0,434.0,272.0,4.0,82900.0,Petrol,5,550.0
Porsche,Macan Ev,Dual Electric Motors,95.0,603.0,240.0,4.0,85000.0,Electric,5,750.0
Porsche,Cayenne Base,3.0L Turbocharged V6,2995.0,335.0,245.0,5.0,72200.0,Petrol,5,450.0
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995.0,455.0,253.0,4.0,91000.0,Hybrid,5,700.0
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894.0,434.0,263.0,4.0,94300.0,Petrol,4,550.0
Porsche,Cayenne Turbo Gt,4.0L Twin-Turbo V8,3996.0,631.0,300.0,3.0,182150.0,Petrol,4,850.0
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995.0,335.0,245.0,5.0,79000.0,Petrol,5,450.0
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996.0,670.0,295.0,3.0,167800.0,Hybrid,4,900.0
Porsche,Cayenne Gts Coupe,4.0L Twin-Turbo V8,3996.0,453.0,270.0,4.0,111200.0,Petrol,4,620.0
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967.0,262.0,221.0,7.0,69000.0,Diesel,5,580.0
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995.0,380.0,242.0,6.0,85500.0,Hybrid,5,580.0
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996.0,728.0,295.0,3.0,182900.0,Hybrid,4,950.0
Porsche,Taycan Base,Dual Electric Motors,79.0,321.0,230.0,5.0,86700.0,Electric,4,345.0
Cadillac,Ct4,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,250.0,6.0,34395.0,Petrol,5,350.0
Cadillac,Ct4-V,2.7L Turbo Inline-4 Gasoline,2700.0,325.0,260.0,4.0,46595.0,Petrol,5,500.0
Cadillac,Ct5,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.0,38195.0,Petrol,5,350.0
Cadillac,Ct5-V,3.0L Twin-Turbo V6 Gasoline,3000.0,360.0,250.0,4.0,50995.0,Petrol,5,550.0
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.0,375.0,240.0,5.0,94800.0,Electric,4,500.0
Porsche,Taycan Cross Turismo Gts,Dual Electric Motors,93.0,590.0,250.0,3.0,139400.0,Electric,4,620.0
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.0,375.0,230.0,5.0,90500.0,Electric,4,500.0
Porsche,Taycan Sport Turismo Gts,Dual Electric Motors,93.0,590.0,250.0,3.0,136700.0,Electric,4,620.0
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.0,750.0,260.0,2.0,190000.0,Electric,4,1050.0
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.0,106100.0,Petrol,4,450.0
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981.0,443.0,304.0,3.0,129900.0,Petrol,4,530.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.0,113300.0,Petrol,4,450.0
Porsche,911 Carrera 4 Gts,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.0,137000.0,Petrol,4,570.0
Porsche,911 Targa 4 Gts,3.0L Twin-Turbo Flat-6,2981.0,473.0,307.0,3.0,157300.0,Petrol,4,570.0
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745.0,572.0,320.0,2.0,184100.0,Petrol,4,750.0
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745.0,640.0,330.0,2.0,207000.0,Petrol,4,800.0
Porsche,911 Gt3 Touring,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318.0,3.0,170000.0,Petrol,2,470.0
Porsche,911 Gt3 Rs Clubsport,4.0L Naturally Aspirated Flat-6,3996.0,525.0,296.0,3.0,223800.0,Petrol,2,465.0
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.0,222000.0,Petrol,4,570.0
Porsche,911 Carrera Gts Lightweight,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.0,145300.0,Petrol,4,570.0
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981.0,379.0,289.0,4.0,135500.0,Petrol,4,450.0
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745.0,607.0,330.0,2.0,258000.0,Petrol,4,750.0
Porsche,911 Gt2 Rs,3.8L Twin-Turbo Flat-6,3745.0,700.0,340.0,2.0,293200.0,Petrol,2,750.0
Porsche,911 Gt3 Cup,4.0L Naturally Aspirated Flat-6,3996.0,510.0,290.0,3.0,245000.0,Petrol,1,470.0
Porsche,911 Gt4 Rs,4.0L Naturally Aspirated Flat-6,3996.0,500.0,315.0,3.0,222000.0,Petrol,2,450.0
Porsche,911 Rsr (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194.0,515.0,296.0,3.0,750000.0,Petrol,1,480.0
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.0,116000.0,Petrol,4,450.0
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745.0,572.0,318.0,3.0,191300.0,Petrol,4,750.0
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.0,233000.0,Petrol,4,570.0
Tata Motors,Tiago,1.2L Revotron 3-Cylinder Petrol,1199.0,86.0,170.0,13.0,8200.0,Petrol,5,113.0
Tata Motors,Tiago Ev,Permanent Magnet Synchronous,24.0,74.0,120.0,5.0,11000.0,Electric,5,114.0
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199.0,87.5,170.0,12.0,10400.0,Petrol/Diesel,5,156.5
Tata Motors,Altroz Dca,1.2L Revotron 3-Cylinder Petrol,1199.0,86.0,170.0,12.0,11300.0,Petrol,5,113.0
Tata Motors,Altroz Iturbo,1.2L Turbocharged Petrol,1199.0,110.0,180.0,10.0,12000.0,Petrol,5,140.0
Tata Motors,Altroz Cng,1.2L Revotron Bi-Fuel,1199.0,86.0,165.0,12.0,11800.0,CNG/Petrol,5,113.0
Tata Motors,Tiago Nrg,1.2L Revotron 3-Cylinder Petrol,1199.0,86.0,170.0,13.0,9200.0,Petrol,5,113.0
Tata Motors,Nano Genx,624Cc Mpfi,624.0,37.0,105.0,29.0,4000.0,Petrol,4,51.0
Tata Motors,Indica Ev2,1.4L Cr4 Diesel,1396.0,70.0,155.0,16.0,6200.0,Diesel,5,140.0
Tata Motors,Indica V2 Xeta,1.2L Mpfi Petrol,1193.0,65.0,140.0,16.0,5000.0,Petrol,5,100.0
Tata Motors,Tigor,1.2L Revotron 3-Cylinder Petrol,1199.0,86.0,170.0,13.0,9400.0,Petrol,5,113.0
Tata Motors,Tigor Ev,Permanent Magnet Synchronous,26.0,74.0,120.0,5.0,14500.0,Electric,5,114.0
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248.0,82.5,165.0,15.0,8700.0,Diesel/Petrol,5,165.0
Tata Motors,Indigo Ecs,1.4L Cr4 Diesel,1396.0,70.0,155.0,16.0,6500.0,Diesel,5,140.0
Cadillac,Escalade,6.2L V8 Gasoline,6200.0,420.0,210.0,6.0,79295.0,Petrol,7,624.0
Tata Motors,Indigo Marina,1.4L Cr4 Diesel / 1.4L Petrol,1396.0,77.5,150.0,17.0,8300.0,Diesel/Petrol,5,125.0
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248.0,82.5,160.0,14.0,9000.0,Diesel/Petrol,5,157.5
Tata Motors,Indigo Lx,1.4L Cr4 Diesel,1396.0,70.0,150.0,17.0,7000.0,Diesel,5,140.0
Tata Motors,Indigo Glx,1.4L Mpfi Petrol,1396.0,85.0,160.0,15.0,7200.0,Petrol,5,115.0
Cadillac,Escalade Esv,6.2L V8 Gasoline,6200.0,420.0,205.0,6.0,82295.0,Petrol,7,624.0
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199.0,114.0,180.0,10.0,14000.0,Petrol/Diesel,5,215.0
Tata Motors,Nexon Ev Max,Permanent Magnet Synchronous,40.0,143.0,140.0,9.0,25000.0,Electric,5,250.0
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11.0,23000.0,Diesel,5,350.0
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11.0,25500.0,Diesel,7,350.0
Tata Motors,Punch,1.2L Revotron Petrol,1199.0,86.0,160.0,16.0,10500.0,Petrol,5,113.0
Tata Motors,Hexa,2.2L Varicor Diesel,2179.0,154.0,180.0,12.0,20000.0,Diesel,7,400.0
Tata Motors,Aria,2.2L Dicor Diesel,2179.0,138.0,162.0,13.0,19000.0,Diesel,7,320.0
Tata Motors,Sumo Gold,3.0L Cr4 Diesel,2956.0,85.0,125.0,17.0,15000.0,Diesel,7,250.0
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179.0,118.0,140.0,15.0,16500.0,Diesel,7,250.0
Tata Motors,Nexon Ev Prime,Permanent Magnet Synchronous,30.0,129.0,120.0,9.0,22000.0,Electric,5,245.0
Tesla,Model S,Dual Electric Motors,100.0,670.0,250.0,3.0,88490.0,Electric,5,967.0
Tesla,Model S Plaid,Tri Electric Motors,100.0,1020.0,322.0,2.0,108490.0,Electric,5,1400.0
Tesla,Model 3,Single Electric Motor (Rwd),60.0,283.0,225.0,5.0,40240.0,Electric,5,420.0
Tesla,Model 3 Performance,Dual Electric Motors (Awd),82.0,450.0,261.0,3.0,53240.0,Electric,5,660.0
Tesla,Model X,Dual Electric Motors (Awd),100.0,670.0,250.0,3.0,98490.0,Electric,7,967.0
Tesla,Model X Plaid,Tri Electric Motors,100.0,1020.0,262.0,2.0,113490.0,Electric,6,1400.0
Tesla,Model Y,Single Electric Motor (Rwd),75.0,346.0,217.0,5.0,47490.0,Electric,5,498.0
Tesla,Model Y Long Range,Dual Electric Motors (Awd),82.0,384.0,217.0,4.0,50490.0,Electric,5,559.0
Tesla,Cybertruck,Tri Electric Motors,200.0,800.0,209.0,2.0,69900.0,Electric,6,1355.0
Tesla,Roadster 2,Quad Electric Motors,200.0,1288.0,402.0,1.0,200000.0,Electric,4,10000.0
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180.0,6.0,35195.0,Petrol,4,353.0
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180.0,7.0,42100.0,Petrol,4,400.0
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.0,41530.0,Petrol,5,352.0
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.0,43530.0,Petrol,7,352.0
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195.0,8.0,37695.0,Petrol,5,230.0
Jeep,Compass,2.0L Turbo Gasoline,2000.0,200.0,200.0,7.0,31590.0,Petrol,5,320.0
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200.0,8.0,28345.0,Petrol,5,285.0
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.0,38775.0,Petrol,5,353.0
Jeep,Wagoneer,5.7L V8 Gasoline With Etorque,5700.0,392.0,190.0,7.0,63595.0,Petrol,8,548.0
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190.0,6.0,91495.0,Petrol,8,617.0
Jeep,Grand Cherokee 4Xe,2.0L Turbo Phev,17.0,375.0,210.0,6.0,59865.0,Hybrid,5,637.0
Jeep,Wrangler 4Xe,2.0L Turbo Phev,17.0,375.0,180.0,6.0,50695.0,Hybrid,5,637.0
Jeep,Compass 4Xe,1.3L Turbo Phev,11.0,240.0,200.0,7.0,46500.0,Hybrid,5,270.0
Jeep,Renegade 4Xe,1.3L Turbo Phev,11.0,240.0,200.0,7.0,44500.0,Hybrid,5,270.0
Mazda,Mazda2,1.5L 4-Cylinder,1500.0,108.0,180.0,10.0,18500.0,Petrol,5,142.0
Jeep,Wagoneer S (Electric),Dual Electric Motors,100.0,600.0,177.0,4.0,80000.0,Electric,5,850.0
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.0,51570.0,Petrol,5,353.0
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190.0,7.0,66575.0,Petrol,5,529.0
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195.0,7.0,41295.0,Petrol,5,324.0
Jeep,Wrangler 392,6.4L V8 Hemi Gasoline,6400.0,470.0,160.0,4.0,82495.0,Petrol,4,637.0
Cadillac,Xt4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.0,37490.0,Petrol,5,350.0
Cadillac,Xt5,3.6L V6 Gasoline,3600.0,310.0,210.0,6.0,44195.0,Petrol,5,366.0
Cadillac,Xt6,3.6L V6 Gasoline,3600.0,310.0,210.0,6.0,48595.0,Petrol,7,366.0
Cadillac,Lyriq Ev,Single Electric Motor,100.0,340.0,190.0,5.0,58590.0,Electric,5,440.0
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200.0,4.0,149990.0,Petrol,7,885.0
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210.0,6.0,104595.0,Petrol,7,624.0
Cadillac,Ct5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320.0,3.0,92000.0,Petrol,5,893.0
Cadillac,Ct4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290.0,3.0,60495.0,Petrol,5,603.0
Cadillac,Xt4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.0,41390.0,Petrol,5,350.0
Cadillac,Xt5 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.0,51095.0,Petrol,5,366.0
Cadillac,Xt6 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.0,57095.0,Petrol,7,366.0
Cadillac,Lyriq Launch Edition,Single Electric Motor,100.0,340.0,190.0,5.0,59990.0,Electric,5,440.0
Cadillac,Lyriq Ev Premium,Dual Electric Motors,100.0,500.0,210.0,4.0,64990.0,Electric,5,620.0
Cadillac,Ct5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.0,41290.0,Petrol,5,350.0
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.0,14595.0,Petrol,5,127.0
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190.0,8.0,16720.0,Petrol,5,200.0
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.0,25000.0,Petrol,5,250.0
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240.0,5.0,26400.0,Petrol,4,400.0
Chevrolet,Corvette,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,Petrol,2,637.0
Chevrolet,Traverse,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,35915.0,Petrol,7,360.0
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.0,26600.0,Petrol,5,275.0
Chevrolet,Blazer,3.6L V6 Gasoline,3600.0,308.0,220.0,6.0,44000.0,Petrol,5,366.0
Chevrolet,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200.0,7.0,56995.0,Petrol,7,519.0
Chevrolet,Suburban,5.3L V8 Gasoline,5300.0,355.0,190.0,7.0,59900.0,Petrol,8,519.0
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.0,30695.0,Petrol,5,583.0
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,42795.0,Petrol,6,519.0
Chevrolet,Silverado 2500Hd,6.6L V8 Gasoline,6600.0,401.0,170.0,8.0,41500.0,Petrol,6,629.0
Chevrolet,Silverado 3500Hd,6.6L V8 Diesel,6600.0,445.0,160.0,8.0,45500.0,Diesel,6,1234.0
Chevrolet,Bolt Ev,Single Electric Motor,66.0,200.0,150.0,6.0,27495.0,Electric,5,360.0
Chevrolet,Bolt Euv,Single Electric Motor,66.0,200.0,150.0,7.0,28795.0,Electric,5,360.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200.0,9.0,23100.0,Petrol,5,236.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.0,33500.0,Petrol,5,353.0
Chevrolet,Camaro Zl1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318.0,3.0,67300.0,Petrol,4,881.0
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,Petrol,2,637.0
